INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
OPTSTK,PUNJLLOYD,26-May-2011,100,CE,0,0,0,2.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,105,CE,0,0,0,1.65,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,110,CE,0,0,0,1.35,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,30,PE,0,0,0,0.35,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,35,PE,0,0,0,0.85,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,40,PE,0,0,0,1.75,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,45,PE,0,0,0,3,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,50,PE,0,0,0,0.1,0.05,0,0,98000,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,55,PE,0.95,0.95,0.95,0.95,0.95,1,1.11,104000,-2000,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,60,PE,4,4,3.6,3.6,3.6,8,10.22,178000,-16000,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,65,PE,0,0,0,9.9,8.1,0,0,98000,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,70,PE,13.85,13.85,13.1,13.1,13.1,9,15.02,252000,-4000,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,75,PE,0,0,0,19.2,18.05,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,80,PE,0,0,0,13,23.05,0,0,6000,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,85,PE,0,0,0,16,28.05,0,0,2000,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,90,PE,0,0,0,31.15,33.05,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,95,PE,0,0,0,35.4,38.05,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,100,PE,0,0,0,39.85,43.05,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,105,PE,0,0,0,44.35,48,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,26-May-2011,110,PE,0,0,0,48.9,53,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,30,CE,0,0,0,35.45,27.2,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,35,CE,0,0,0,30.6,22.25,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,40,CE,0,0,0,25.85,17.3,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,45,CE,0,0,0,21.3,12.55,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,50,CE,0,0,0,17.1,8.3,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,55,CE,5,5,5,5,5,1,1.2,0,-2000,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,60,CE,1.9,2.2,1.9,1.95,1.95,6,7.44,58000,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,65,CE,0,0,0,0.7,1.25,0,0,22000,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,70,CE,0,0,0,5.6,0.55,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,75,CE,0,0,0,4,0.25,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,80,CE,0,0,0,2.85,0.1,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,85,CE,0,0,0,2,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,90,CE,0,0,0,1.4,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,95,CE,0,0,0,0.95,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,100,CE,0,0,0,0.65,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,105,CE,0,0,0,0.45,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,110,CE,0,0,0,0.3,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,30,PE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,35,PE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,40,PE,0,0,0,0.2,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,45,PE,0,0,0,0.55,0.25,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,50,PE,0,0,0,1.2,0.9,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,55,PE,0,0,0,2.4,2.5,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,60,PE,0,0,0,4.1,5.1,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,65,PE,0,0,0,6.35,8.7,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,70,PE,0,0,0,9.2,12.95,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,75,PE,0,0,0,12.5,17.6,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,80,PE,0,0,0,16.2,22.4,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,85,PE,0,0,0,20.2,27.3,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,90,PE,0,0,0,24.5,32.25,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,95,PE,0,0,0,28.95,37.15,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,100,PE,0,0,0,33.5,42.1,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,105,PE,0,0,0,38.15,47.05,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,30-Jun-2011,110,PE,0,0,0,42.9,52,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,30,CE,0,0,0,39.25,27.4,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,35,CE,0,0,0,34.35,22.5,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,40,CE,0,0,0,29.55,17.75,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,45,CE,0,0,0,24.8,13.25,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,50,CE,0,0,0,20.35,9.3,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,55,CE,0,0,0,16.2,6.15,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,60,CE,0,0,0,12.6,3.85,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,65,CE,0,0,0,9.5,2.25,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,70,CE,0,0,0,7.05,1.3,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,75,CE,0,0,0,5.1,0.7,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,80,CE,0,0,0,3.6,0.35,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,85,CE,0,0,0,2.55,0.2,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,90,CE,0,0,0,1.75,0.1,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,95,CE,0,0,0,1.2,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,100,CE,0,0,0,0.8,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,105,CE,0,0,0,0.55,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,110,CE,0,0,0,0.35,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,30,PE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,35,PE,0,0,0,0.05,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,40,PE,0,0,0,0.1,0.15,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,45,PE,0,0,0,0.25,0.6,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,50,PE,0,0,0,0.65,1.55,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,55,PE,0,0,0,1.45,3.35,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,60,PE,0,0,0,2.7,5.9,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,65,PE,0,0,0,4.5,9.25,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,70,PE,0,0,0,6.9,13.2,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,75,PE,0,0,0,9.85,17.5,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,80,PE,0,0,0,13.25,22.1,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,85,PE,0,0,0,17.1,26.85,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,90,PE,0,0,0,21.2,31.65,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,95,PE,0,0,0,25.5,36.55,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,100,PE,0,0,0,30,41.4,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,105,PE,0,0,0,34.65,46.3,0,0,0,0,20-MAY-2011,
OPTSTK,PUNJLLOYD,28-Jul-2011,110,PE,0,0,0,39.35,51.2,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,300,CE,0,0,0,150.15,198.7,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,320,CE,0,0,0,131.85,178.75,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,340,CE,0,0,0,114.35,158.75,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,360,CE,0,0,0,97.85,138.8,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,380,CE,0,0,0,82.65,118.8,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,400,CE,0,0,0,68.85,98.85,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,420,CE,0,0,0,69.9,78.9,0,0,7500,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,440,CE,44,44,44,44,44,1,2.42,34500,-500,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,460,CE,32,41.1,30,40.3,40.3,13,32.22,48500,-4500,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,480,CE,9.35,23,9.35,21.1,21.1,67,167.05,96000,-10500,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,500,CE,3.15,9,3,8.05,8.05,510,1290.75,125000,-26500,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,520,CE,0.8,2.25,0.8,1.8,1.8,157,409.49,93500,-12000,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,540,CE,0.65,0.65,0.35,0.4,0.4,6,16.21,43500,-1500,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,560,CE,0,0,0,1.45,0.55,0,0,4000,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,580,CE,0,0,0,0.1,0.15,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,600,CE,0,0,0,6.05,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,620,CE,0,0,0,4.55,0,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,640,CE,0,0,0,3.4,0,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,660,CE,0,0,0,4.35,0,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,680,CE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,700,CE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,720,CE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,300,PE,0,0,0,1.2,0,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,320,PE,0,0,0,2.4,0,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,340,PE,0,0,0,4.4,0,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,360,PE,0,0,0,7.4,0,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,380,PE,0,0,0,0.45,0,0,0,23000,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,400,PE,0.25,0.25,0.25,0.25,0.25,1,2,91500,-500,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,420,PE,0.25,0.4,0.2,0.2,0.2,20,42.02,112500,-6500,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,440,PE,0.8,0.8,0.3,0.35,0.35,13,28.62,149000,-6500,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,460,PE,1.3,1.35,0.55,0.55,0.55,32,73.75,136000,-7000,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,480,PE,6,6.85,1.7,2.15,2.15,194,468.91,104000,-3000,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,500,PE,14.7,17,6.3,7.6,7.6,41,104.51,34500,1000,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,520,PE,32,32,21,21,21,6,16.47,7000,-3000,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,540,PE,0,0,0,99.05,42.9,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,560,PE,0,0,0,96,61.5,0,0,500,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,580,PE,0,0,0,132.3,81.1,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,600,PE,0,0,0,149.85,100.95,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,620,PE,0,0,0,167.85,120.9,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,640,PE,0,0,0,186.2,140.85,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,660,PE,0,0,0,197.6,160.85,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,680,PE,0,0,0,200.5,180.8,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,700,PE,0,0,0,208.05,200.75,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,26-May-2011,720,PE,0,0,0,200.2,220.75,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,300,CE,0,0,0,153.75,201.45,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,320,CE,0,0,0,135,181.75,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,340,CE,0,0,0,116.95,162.15,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,360,CE,0,0,0,99.8,142.75,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,380,CE,0,0,0,83.85,123.85,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,400,CE,0,0,0,69.4,105.7,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,420,CE,0,0,0,56.45,88.55,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,440,CE,0,0,0,45.25,72.8,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,460,CE,0,0,0,53.9,58.6,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,480,CE,29.85,29.9,24.05,29.9,29.9,5,12.7,20000,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,500,CE,15.35,22.5,15.35,21.6,21.6,39,101.09,54500,10500,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,520,CE,11,13.7,9,12.5,12.5,45,119.66,21000,16500,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,540,CE,7,7,6.5,6.5,6.5,3,8.2,2000,1500,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,560,CE,3.75,3.75,3.75,3.75,3.75,1,2.81,500,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,580,CE,0,0,0,3.55,10.6,0,0,3000,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,600,CE,0,0,0,3.25,7.5,0,0,500,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,620,CE,0,0,0,3.5,5.25,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,640,CE,0,0,0,2.5,3.6,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,660,CE,0,0,0,1.65,2.45,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,680,CE,0,0,0,0.25,1.65,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,700,CE,0,0,0,0.8,1.1,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,720,CE,0,0,0,2.05,0.7,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,300,PE,0,0,0,0.65,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,320,PE,0,0,0,1.4,0.1,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,340,PE,0,0,0,2.85,0.3,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,360,PE,0,0,0,5.2,0.7,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,380,PE,0,0,0,3,1.6,0,0,6500,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,400,PE,0,0,0,2.3,3.2,0,0,1000,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,420,PE,0,0,0,2.75,5.85,0,0,8000,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,440,PE,3.95,3.95,3.95,3.95,3.95,1,2.21,3500,500,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,460,PE,8,8,6.5,6.5,6.5,3,7,2000,1000,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,480,PE,11.6,11.6,11.6,11.6,11.6,5,12.29,11500,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,500,PE,17.05,17.05,17.05,17.05,17.05,1,2.58,3500,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,520,PE,0,0,0,30,43.4,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,540,PE,0,0,0,93.05,56.25,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,560,PE,0,0,0,109.45,70.6,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,580,PE,0,0,0,126.55,86.25,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,600,PE,0,0,0,144.25,102.9,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,620,PE,0,0,0,162.4,120.45,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,640,PE,0,0,0,180.9,138.6,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,660,PE,0,0,0,195.15,157.2,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,680,PE,0,0,0,194.95,176.2,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,700,PE,0,0,0,202.35,195.45,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,30-Jun-2011,720,PE,0,0,0,195.6,214.85,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,300,CE,0,0,0,160.55,203.85,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,320,CE,0,0,0,141.25,184.55,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,340,CE,0,0,0,122.2,165.6,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,360,CE,0,0,0,103.75,147.15,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,380,CE,0,0,0,86.25,129.4,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,400,CE,0,0,0,70.1,112.6,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,420,CE,0,0,0,55.6,96.85,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,440,CE,0,0,0,43,82.4,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,460,CE,0,0,0,32.45,69.35,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,480,CE,0,0,0,23.9,57.7,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,500,CE,0,0,0,17.2,47.55,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,520,CE,0,0,0,12.1,38.8,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,540,CE,0,0,0,8.35,31.35,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,560,CE,0,0,0,5.65,25.1,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,580,CE,0,0,0,3.75,19.95,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,600,CE,0,0,0,2.45,15.75,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,620,CE,0,0,0,1.55,12.3,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,640,CE,0,0,0,1,9.55,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,660,CE,0,0,0,0.65,7.4,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,680,CE,0,0,0,4.25,5.7,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,700,CE,0,0,0,3.1,4.35,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,720,CE,0,0,0,6.45,3.3,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,300,PE,0,0,0,0.1,0.3,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,320,PE,0,0,0,0.35,0.65,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,340,PE,0,0,0,0.85,1.35,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,360,PE,0,0,0,1.95,2.55,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,380,PE,0,0,0,4,4.45,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,400,PE,0,0,0,7.4,7.25,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,420,PE,0,0,0,12.45,11.15,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,440,PE,0,0,0,19.4,16.35,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,460,PE,0,0,0,28.4,22.95,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,480,PE,0,0,0,39.4,30.95,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,500,PE,0,0,0,52.25,40.45,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,520,PE,0,0,0,66.75,51.3,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,540,PE,0,0,0,82.5,63.5,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,560,PE,0,0,0,99.35,76.9,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,580,PE,0,0,0,117,91.4,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,600,PE,0,0,0,135.3,106.85,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,620,PE,0,0,0,153.95,123.05,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,640,PE,0,0,0,172.95,139.95,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,660,PE,0,0,0,192.1,157.45,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,680,PE,0,0,0,192.8,175.4,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,700,PE,0,0,0,199.65,193.7,0,0,0,0,20-MAY-2011,
OPTSTK,RANBAXY,28-Jul-2011,720,PE,0,0,0,194.8,212.3,0,0,0,0,20-MAY-2011,
OPTSTK,RAYMOND,26-May-2011,220,CE,0,0,0,139.05,124.55,0,0,0,0,20-MAY-2011,
OPTSTK,RAYMOND,26-May-2011,240,CE,0,0,0,119.4,104.55,0,0,0,0,20-MAY-2011,
OPTSTK,RAYMOND,26-May-2011,260,CE,0,0,0,100.05,84.6,0,0,0,0,20-MAY-2011,
OPTSTK,RAYMOND,26-May-2011,280,CE,0,0,0,81.6,64.65,0,0,0,0,20-MAY-2011,
OPTSTK,RAYMOND,26-May-2011,300,CE,0,0,0,64.45,44.9,0,0,0,0,20-MAY-2011,
OPTSTK,RAYMOND,26-May-2011,320,CE,0,0,0,35.95,26.6,0,0,1000,0,20-MAY-2011,
